profile_name,start_time,duration,attributes,title,supplemental_video_type,device_type,bookmark,latest_bookmark,country,tv_show_name,tv_show_season,tv_show_episode,content_type,duration_hours,content_title
ilona,2021-09-30,0 years 0 mons 0 days 0 hours 17 mins 28.0 secs,Autoplayed: user action: User_Interaction; ,StartUp: Season 1: Valuation (Episode 7),,Samsung 2018 Kant-M2 UHD TV (1.5G) Smart TV,0:18:25,Not latest view,IL (Israel),StartUp, Season 1, Valuation (Episode 7),TV Show,0.29111111111111111111,StartUp
ilona,2021-09-30,0 years 0 mons 0 days 0 hours 21 mins 50.0 secs,Autoplayed: user action: User_Interaction; ,Superstore: Season 2: Olympics (Episode 1),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:21:29,0:21:29,IL (Israel),Superstore, Season 2, Olympics (Episode 1),TV Show,0.36388888888888888889,Superstore
ilona,2021-09-30,0 years 0 mons 0 days 0 hours 5 mins 2.0 secs,,Modern Family: Season 8: Snow Ball (Episode 9),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:20:28,Not latest view,IL (Israel),Modern Family, Season 8, Snow Ball (Episode 9),TV Show,0.08388888888888888889,Modern Family
ilona,2021-09-30,0 years 0 mons 0 days 0 hours 12 mins 40.0 secs,Autoplayed: user action: User_Interaction; ,Modern Family: Season 8: Snow Ball (Episode 9),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:15:26,Not latest view,IL (Israel),Modern Family, Season 8, Snow Ball (Episode 9),TV Show,0.21111111111111111111,Modern Family
ilona,2021-09-30,0 years 0 mons 0 days 0 hours 0 mins 31.0 secs,Autoplayed: user action: None; ,Modern Family: Season 8: Snow Ball (Episode 9),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:02:46,Not latest view,IL (Israel),Modern Family, Season 8, Snow Ball (Episode 9),TV Show,0.00861111111111111111,Modern Family
ilona,2021-09-30,0 years 0 mons 0 days 0 hours 2 mins 15.0 secs,,Modern Family: Season 8: Snow Ball (Episode 9),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:02:15,Not latest view,IL (Israel),Modern Family, Season 8, Snow Ball (Episode 9),TV Show,0.0375,Modern Family
ilona,2021-09-30,0 years 0 mons 0 days 0 hours 21 mins 16.0 secs,,Modern Family: Season 8: The Alliance (Episode 8),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:21:26,0:21:26,IL (Israel),Modern Family, Season 8, The Alliance (Episode 8),TV Show,0.35444444444444444444,Modern Family
ilona,2021-09-30,0 years 0 mons 0 days 0 hours 1 mins 38.0 secs,Autoplayed: user action: User_Interaction; ,Modern Family: Season 8: The Alliance (Episode 8),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:00:12,Not latest view,IL (Israel),Modern Family, Season 8, The Alliance (Episode 8),TV Show,0.02722222222222222222,Modern Family
ilona,2021-09-30,0 years 0 mons 0 days 0 hours 17 mins 13.0 secs,Autoplayed: user action: Unspecified; ,Modern Family: Season 8: Thanksgiving Jamboree (Episode 7),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:21:37,0:21:37,IL (Israel),Modern Family, Season 8, Thanksgiving Jamboree (Episode 7),TV Show,0.28694444444444444444,Modern Family
ilona,2021-09-29,0 years 0 mons 0 days 0 hours 0 mins 1.0 secs,,StartUp: Season 1: Valuation (Episode 7),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:00:38,Not latest view,IL (Israel),StartUp, Season 1, Valuation (Episode 7),TV Show,0.00027777777777777778,StartUp
ilona,2021-09-29,0 years 0 mons 0 days 0 hours 40 mins 17.0 secs,Autoplayed: user action: User_Interaction; ,StartUp: Season 1: Bootstrapped (Episode 6),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:41:11,0:41:11,IL (Israel),StartUp, Season 1, Bootstrapped (Episode 6),TV Show,0.67138888888888888889,StartUp
ilona,2021-09-29,0 years 0 mons 0 days 0 hours 0 mins 5.0 secs,Autoplayed: user action: None; ,Superstore: Season 2: Olympics (Episode 1),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:00:05,Not latest view,IL (Israel),Superstore, Season 2, Olympics (Episode 1),TV Show,0.00138888888888888889,Superstore
ilona,2021-09-29,0 years 0 mons 0 days 0 hours 6 mins 46.0 secs,,Superstore: Season 1: Labor (Episode 11),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:21:30,0:21:30,IL (Israel),Superstore, Season 1, Labor (Episode 11),TV Show,0.11277777777777777778,Superstore
ilona,2021-09-29,0 years 0 mons 0 days 0 hours 14 mins 47.0 secs,Autoplayed: user action: User_Interaction; ,Superstore: Season 1: Labor (Episode 11),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:14:47,Not latest view,IL (Israel),Superstore, Season 1, Labor (Episode 11),TV Show,0.24638888888888888889,Superstore
ilona,2021-09-29,0 years 0 mons 0 days 0 hours 0 mins 1.0 secs,,Modern Family: Season 8: Thanksgiving Jamboree (Episode 7),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:04:25,Not latest view,IL (Israel),Modern Family, Season 8, Thanksgiving Jamboree (Episode 7),TV Show,0.00027777777777777778,Modern Family
ilona,2021-09-29,0 years 0 mons 0 days 0 hours 4 mins 26.0 secs,,Modern Family: Season 8: Thanksgiving Jamboree (Episode 7),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:04:26,Not latest view,IL (Israel),Modern Family, Season 8, Thanksgiving Jamboree (Episode 7),TV Show,0.07388888888888888889,Modern Family
ilona,2021-09-29,0 years 0 mons 0 days 0 hours 13 mins 16.0 secs,Autoplayed: user action: User_Interaction; ,Modern Family: Season 8: Grab It! (Episode 6),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:21:33,0:21:33,IL (Israel),Modern Family, Season 8, Grab It! (Episode 6),TV Show,0.22111111111111111111,Modern Family
ilona,2021-09-29,0 years 0 mons 0 days 0 hours 2 mins 27.0 secs,,Modern Family: Season 8: Halloween 4: The Revenge of Rod Skyhook (Episode 5),,Apple iPhone 11,0:21:33,0:21:33,IL (Israel),Modern Family, Season 8, Halloween 4,TV Show,0.04083333333333333333,Modern Family
ilona,2021-09-28,0 years 0 mons 0 days 0 hours 0 mins 2.0 secs,,StartUp: Season 1: Bootstrapped (Episode 6),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:00:55,Not latest view,IL (Israel),StartUp, Season 1, Bootstrapped (Episode 6),TV Show,0.00055555555555555556,StartUp
ilona,2021-09-28,0 years 0 mons 0 days 0 hours 42 mins 32.0 secs,,StartUp: Season 1: Buyout (Episode 5),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:42:28,0:42:28,IL (Israel),StartUp, Season 1, Buyout (Episode 5),TV Show,0.70888888888888888889,StartUp
ilona,2021-09-28,0 years 0 mons 0 days 0 hours 0 mins 1.0 secs,Autoplayed: user action: None; ,StartUp: Season 1: Buyout (Episode 5),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:00:37,Not latest view,IL (Israel),StartUp, Season 1, Buyout (Episode 5),TV Show,0.00027777777777777778,StartUp
ilona,2021-09-28,0 years 0 mons 0 days 0 hours 15 mins 5.0 secs,,StartUp: Season 1: Angel Investor (Episode 4),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:41:19,0:41:19,IL (Israel),StartUp, Season 1, Angel Investor (Episode 4),TV Show,0.25138888888888888889,StartUp
ilona,2021-09-28,0 years 0 mons 0 days 0 hours 25 mins 13.0 secs,,StartUp: Season 1: Angel Investor (Episode 4),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:26:15,Not latest view,IL (Israel),StartUp, Season 1, Angel Investor (Episode 4),TV Show,0.42027777777777777778,StartUp
ilona,2021-09-28,0 years 0 mons 0 days 0 hours 42 mins 38.0 secs,,StartUp: Season 1: Proof of Concept (Episode 3),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:43:31,0:43:31,IL (Israel),StartUp, Season 1, Proof of Concept (Episode 3),TV Show,0.71055555555555555556,StartUp
ilona,2021-01-13,0 years 0 mons 0 days 0 hours 0 mins 6.0 secs,Autoplayed: user action: None; ,The Change-Up,,Samsung 2018 Kant-M2 UHD TV (1.5G) Smart TV,0:00:06,Not latest view,IL (Israel),,,,Movie,0.00166666666666666667,The Change-Up
ilona,2021-09-28,0 years 0 mons 0 days 0 hours 0 mins 8.0 secs,Autoplayed: user action: User_Interaction; ,StartUp: Season 1: Ground Floor (Episode 2),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:00:08,Not latest view,IL (Israel),StartUp, Season 1, Ground Floor (Episode 2),TV Show,0.00222222222222222222,StartUp
ilona,2021-02-11,0 years 0 mons 0 days 1 hours 54 mins 6.0 secs,Autoplayed: user action: Unspecified; ,Instant Family,,Samsung 2018 Kant-M2 UHD TV (1.5G) Smart TV,1:53:34,1:53:34,IL (Israel),,,,Movie,1.9016666666666667,Instant Family
ilona,2021-09-28,0 years 0 mons 0 days 0 hours 21 mins 27.0 secs,Autoplayed: user action: User_Interaction; ,Superstore: Season 1: Demotion (Episode 10),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:21:27,0:21:27,IL (Israel),Superstore, Season 1, Demotion (Episode 10),TV Show,0.3575,Superstore
ilona,2021-09-26,0 years 0 mons 0 days 0 hours 21 mins 28.0 secs,Autoplayed: user action: User_Interaction; ,Superstore: Season 1: All-Nighter (Episode 9),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:21:28,0:21:28,IL (Israel),Superstore, Season 1, All-Nighter (Episode 9),TV Show,0.35777777777777777778,Superstore
ilona,2021-09-26,0 years 0 mons 0 days 0 hours 17 mins 53.0 secs,,Superstore: Season 1: Wedding Day Sale (Episode 8),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:21:27,0:21:27,IL (Israel),Superstore, Season 1, Wedding Day Sale (Episode 8),TV Show,0.29805555555555555556,Superstore
ilona,2021-09-26,0 years 0 mons 0 days 0 hours 3 mins 57.0 secs,Autoplayed: user action: User_Interaction; ,Superstore: Season 1: Wedding Day Sale (Episode 8),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:03:57,Not latest view,IL (Israel),Superstore, Season 1, Wedding Day Sale (Episode 8),TV Show,0.06583333333333333333,Superstore
ilona,2021-09-26,0 years 0 mons 0 days 0 hours 21 mins 29.0 secs,,Superstore: Season 1: Color Wars (Episode 7),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:21:29,0:21:29,IL (Israel),Superstore, Season 1, Color Wars (Episode 7),TV Show,0.35805555555555555556,Superstore
ilona,2021-09-25,0 years 0 mons 0 days 0 hours 22 mins 13.0 secs,Autoplayed: user action: User_Interaction; ,Superstore: Season 1: Secret Shopper (Episode 6),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:21:20,0:21:20,IL (Israel),Superstore, Season 1, Secret Shopper (Episode 6),TV Show,0.37027777777777777778,Superstore
ilona,2021-09-25,0 years 0 mons 0 days 0 hours 21 mins 49.0 secs,Autoplayed: user action: User_Interaction; ,Superstore: Season 1: Shoplifter (Episode 5),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:21:27,0:21:27,IL (Israel),Superstore, Season 1, Shoplifter (Episode 5),TV Show,0.36361111111111111111,Superstore
ilona,2021-09-25,0 years 0 mons 0 days 0 hours 21 mins 28.0 secs,Autoplayed: user action: User_Interaction; ,Superstore: Season 1: Mannequin (Episode 4),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:21:28,0:21:28,IL (Israel),Superstore, Season 1, Mannequin (Episode 4),TV Show,0.35777777777777777778,Superstore
ilona,2021-09-24,0 years 0 mons 0 days 0 hours 0 mins 2.0 secs,Autoplayed: user action: None; ,Superstore: Season 1: Mannequin (Episode 4),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:00:02,Not latest view,IL (Israel),Superstore, Season 1, Mannequin (Episode 4),TV Show,0.00055555555555555556,Superstore
ilona,2021-09-24,0 years 0 mons 0 days 0 hours 21 mins 29.0 secs,,Superstore: Season 1: Shots and Salsa (Episode 3),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:21:29,0:21:29,IL (Israel),Superstore, Season 1, Shots and Salsa (Episode 3),TV Show,0.35805555555555555556,Superstore
ilona,2021-09-24,0 years 0 mons 0 days 0 hours 21 mins 53.0 secs,Autoplayed: user action: User_Interaction; ,Superstore: Season 1: Magazine Profile (Episode 2),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:21:28,0:21:28,IL (Israel),Superstore, Season 1, Magazine Profile (Episode 2),TV Show,0.36472222222222222222,Superstore
ilona,2021-09-24,0 years 0 mons 0 days 0 hours 21 mins 32.0 secs,Autoplayed: user action: User_Interaction; ,Superstore: Season 1: Pilot (Episode 1),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:21:32,0:21:32,IL (Israel),Superstore, Season 1, Pilot (Episode 1),TV Show,0.35888888888888888889,Superstore
ilona,2021-09-24,0 years 0 mons 0 days 0 hours 32 mins 51.0 secs,Autoplayed: user action: User_Interaction; ,How to Sell Drugs Online (Fast): Season 3: Everybody gets a second chance (Episode 6),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:32:51,0:32:51,IL (Israel),How to Sell Drugs Online (Fast), Season 3, Everybody gets a second chance (Episode 6),TV Show,0.5475,How to Sell Drugs Online (Fast)
ilona,2021-09-23,0 years 0 mons 0 days 0 hours 0 mins 2.0 secs,Autoplayed: user action: None; ,How to Sell Drugs Online (Fast): Season 3: Everybody gets a second chance (Episode 6),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:00:07,Not latest view,IL (Israel),How to Sell Drugs Online (Fast), Season 3, Everybody gets a second chance (Episode 6),TV Show,0.00055555555555555556,How to Sell Drugs Online (Fast)
ilona,2021-09-23,0 years 0 mons 0 days 0 hours 29 mins 31.0 secs,,"How to Sell Drugs Online (Fast): Season 3: To make amends, maybe be friends (Episode 5)",,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:29:04,0:29:04,IL (Israel),How to Sell Drugs Online (Fast), Season 3," To make amends, maybe be friends (Episode 5)",TV Show,0.49194444444444444444,How to Sell Drugs Online (Fast)
ilona,2021-09-23,0 years 0 mons 0 days 0 hours 36 mins 37.0 secs,Autoplayed: user action: User_Interaction; ,"How to Sell Drugs Online (Fast): Season 3: Before you turn the key, I have one more thing to say (Episode 4)",,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:35:01,0:35:01,IL (Israel),How to Sell Drugs Online (Fast), Season 3," Before you turn the key, I have one more thing to say (Episode 4)",TV Show,0.61027777777777777778,How to Sell Drugs Online (Fast)
ilona,2021-09-23,0 years 0 mons 0 days 0 hours 4 mins 11.0 secs,,Modern Family: Season 8: Halloween 4: The Revenge of Rod Skyhook (Episode 5),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:19:04,Not latest view,IL (Israel),Modern Family, Season 8, Halloween 4,TV Show,0.06972222222222222222,Modern Family
ilona,2021-09-23,0 years 0 mons 0 days 0 hours 14 mins 57.0 secs,,Modern Family: Season 8: Halloween 4: The Revenge of Rod Skyhook (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,0:14:58,Not latest view,IL (Israel),Modern Family, Season 8, Halloween 4,TV Show,0.24916666666666666667,Modern Family
ilona,2021-09-23,0 years 0 mons 0 days 0 hours 21 mins 29.0 secs,,Modern Family: Season 8: Weathering Heights (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,0:21:30,0:21:30,IL (Israel),Modern Family, Season 8, Weathering Heights (Episode 4),TV Show,0.35805555555555555556,Modern Family
ilona,2021-09-23,0 years 0 mons 0 days 0 hours 2 mins 11.0 secs,,Modern Family: Season 8: Blindsided (Episode 3),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:02:11,Not latest view,IL (Israel),Modern Family, Season 8, Blindsided (Episode 3),TV Show,0.03638888888888888889,Modern Family
ilona,2021-09-23,0 years 0 mons 0 days 0 hours 21 mins 26.0 secs,,Modern Family: Season 8: A Stereotypical Day (Episode 2),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:21:26,0:21:26,IL (Israel),Modern Family, Season 8, A Stereotypical Day (Episode 2),TV Show,0.35722222222222222222,Modern Family
ilona,2021-09-23,0 years 0 mons 0 days 0 hours 2 mins 44.0 secs,Autoplayed: user action: User_Interaction; ,Modern Family: Season 8: A Tale of Three Cities (Episode 1),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:21:35,0:21:35,IL (Israel),Modern Family, Season 8, A Tale of Three Cities (Episode 1),TV Show,0.04555555555555555556,Modern Family
ilona,2021-09-23,0 years 0 mons 0 days 0 hours 0 mins 5.0 secs,,Modern Family: Season 8: A Tale of Three Cities (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,0:18:52,Not latest view,IL (Israel),Modern Family, Season 8, A Tale of Three Cities (Episode 1),TV Show,0.00138888888888888889,Modern Family
ilona,2021-09-23,0 years 0 mons 0 days 0 hours 4 mins 37.0 secs,,Superstore: Season 1: Pilot (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,0:00:08,Not latest view,IL (Israel),Superstore, Season 1, Pilot (Episode 1),TV Show,0.07694444444444444444,Superstore
ilona,2021-09-22,0 years 0 mons 0 days 0 hours 32 mins 31.0 secs,,"How to Sell Drugs Online (Fast): Season 3: Does this condemn me, lock me away? (Episode 3)",,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:32:31,0:32:31,IL (Israel),How to Sell Drugs Online (Fast), Season 3," Does this condemn me, lock me away? (Episode 3)",TV Show,0.54194444444444444444,How to Sell Drugs Online (Fast)
ilona,2021-01-08,0 years 0 mons 0 days 2 hours 39 mins 25.0 secs,Autoplayed: user action: Unspecified; ,The Curious Case of Benjamin Button,,Samsung 2018 Kant-M2 UHD TV (1.5G) Smart TV,2:39:25,2:39:25,IL (Israel),,,,Movie,2.6569444444444444,The Curious Case of Benjamin Button
ilona,2021-01-08,0 years 0 mons 0 days 0 hours 0 mins 1.0 secs,,The Curious Case of Benjamin Button,,Safari MAC (Cadmium),0:00:01,Not latest view,IL (Israel),,,,Movie,0.00027777777777777778,The Curious Case of Benjamin Button
ilona,2021-09-22,0 years 0 mons 0 days 0 hours 33 mins 15.0 secs,Autoplayed: user action: User_Interaction; ,"How to Sell Drugs Online (Fast): Season 3: A misdemeanor, a little trip (Episode 2)",,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:33:15,0:33:15,IL (Israel),How to Sell Drugs Online (Fast), Season 3," A misdemeanor, a little trip (Episode 2)",TV Show,0.55416666666666666667,How to Sell Drugs Online (Fast)
ilona,2021-09-22,0 years 0 mons 0 days 0 hours 18 mins 47.0 secs,,Modern Family: Season 8: A Tale of Three Cities (Episode 1),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:18:47,Not latest view,IL (Israel),Modern Family, Season 8, A Tale of Three Cities (Episode 1),TV Show,0.31305555555555555556,Modern Family
ilona,2021-09-22,0 years 0 mons 0 days 0 hours 15 mins 31.0 secs,Autoplayed: user action: User_Interaction; ,Modern Family: Season 7: Double-Click (Episode 22),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:21:01,Not latest view,IL (Israel),Modern Family, Season 7, Double-Click (Episode 22),TV Show,0.25861111111111111111,Modern Family
ilona,2021-09-21,0 years 0 mons 0 days 0 hours 33 mins 52.0 secs,,"How to Sell Drugs Online (Fast): Season 3: A single failure, a little slip (Episode 1)",,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:33:57,0:33:57,IL (Israel),How to Sell Drugs Online (Fast), Season 3," A single failure, a little slip (Episode 1)",TV Show,0.56444444444444444444,How to Sell Drugs Online (Fast)
ilona,2021-09-21,0 years 0 mons 0 days 0 hours 27 mins 57.0 secs,,How to Sell Drugs Online (Fast): Season 2: Don't be evil. (Episode 6),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:28:01,0:28:01,IL (Israel),How to Sell Drugs Online (Fast), Season 2, Don't be evil,TV Show,0.46583333333333333333,How to Sell Drugs Online (Fast)
ilona,2021-09-21,0 years 0 mons 0 days 0 hours 4 mins 36.0 secs,Autoplayed: user action: User_Interaction; ,How to Sell Drugs Online (Fast): Season 2: Move Fast and Break Things (Episode 5),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:33:31,0:33:31,IL (Israel),How to Sell Drugs Online (Fast), Season 2, Move Fast and Break Things (Episode 5),TV Show,0.07666666666666666667,How to Sell Drugs Online (Fast)
ilona,2021-09-21,0 years 0 mons 0 days 0 hours 28 mins 51.0 secs,,How to Sell Drugs Online (Fast): Season 2: Move Fast and Break Things (Episode 5),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:28:56,Not latest view,IL (Israel),How to Sell Drugs Online (Fast), Season 2, Move Fast and Break Things (Episode 5),TV Show,0.48083333333333333333,How to Sell Drugs Online (Fast)
ilona,2021-09-21,0 years 0 mons 0 days 0 hours 0 mins 1.0 secs,,How to Sell Drugs Online (Fast): Season 2: Move Fast and Break Things (Episode 5),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:00:05,Not latest view,IL (Israel),How to Sell Drugs Online (Fast), Season 2, Move Fast and Break Things (Episode 5),TV Show,0.00027777777777777778,How to Sell Drugs Online (Fast)
ilona,2021-09-21,0 years 0 mons 0 days 0 hours 31 mins 17.0 secs,,How to Sell Drugs Online (Fast): Season 2: Buy It. Sell It. Love It. (Episode 4),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:31:22,0:31:22,IL (Israel),How to Sell Drugs Online (Fast), Season 2, Buy It,TV Show,0.52138888888888888889,How to Sell Drugs Online (Fast)
ilona,2021-09-21,0 years 0 mons 0 days 0 hours 33 mins 13.0 secs,Autoplayed: user action: User_Interaction; ,How to Sell Drugs Online (Fast): Season 2: Inspired by Real Life (Episode 3),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:33:13,0:33:13,IL (Israel),How to Sell Drugs Online (Fast), Season 2, Inspired by Real Life (Episode 3),TV Show,0.55361111111111111111,How to Sell Drugs Online (Fast)
ilona,2021-09-21,0 years 0 mons 0 days 0 hours 32 mins 43.0 secs,Autoplayed: user action: User_Interaction; ,How to Sell Drugs Online (Fast): Season 2: Where Do You Want to Go Today? (Episode 2),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:32:48,0:32:48,IL (Israel),How to Sell Drugs Online (Fast), Season 2, Where Do You Want to Go Today? (Episode 2),TV Show,0.54527777777777777778,How to Sell Drugs Online (Fast)
ilona,2021-09-21,0 years 0 mons 0 days 0 hours 20 mins 30.0 secs,,How to Sell Drugs Online (Fast): Season 2: Think Different (Episode 1),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:34:33,0:34:33,IL (Israel),How to Sell Drugs Online (Fast), Season 2, Think Different (Episode 1),TV Show,0.34166666666666666667,How to Sell Drugs Online (Fast)
ilona,2021-09-21,0 years 0 mons 0 days 0 hours 13 mins 59.0 secs,,How to Sell Drugs Online (Fast): Season 2: Think Different (Episode 1),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:14:04,Not latest view,IL (Israel),How to Sell Drugs Online (Fast), Season 2, Think Different (Episode 1),TV Show,0.23305555555555555556,How to Sell Drugs Online (Fast)
ilona,2021-09-21,0 years 0 mons 0 days 0 hours 28 mins 1.0 secs,,"How to Sell Drugs Online (Fast): Season 1: If You Are the Smartest One in the Room, You're in the Wrong Room (Episode 6)",,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:28:06,0:28:06,IL (Israel),How to Sell Drugs Online (Fast), Season 1," If You Are the Smartest One in the Room, You're in the Wrong Room (Episode 6)",TV Show,0.46694444444444444444,How to Sell Drugs Online (Fast)
ilona,2021-09-21,0 years 0 mons 0 days 0 hours 0 mins 40.0 secs,Autoplayed: user action: User_Interaction; ,How to Sell Drugs Online (Fast): Season 1: Score Big or Don't Score at All (Episode 5),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:23:55,0:23:55,IL (Israel),How to Sell Drugs Online (Fast), Season 1, Score Big or Don't Score at All (Episode 5),TV Show,0.01111111111111111111,How to Sell Drugs Online (Fast)
ilona,2019-07-25,0 years 0 mons 0 days 0 hours 5 mins 50.0 secs,,The Big Bang Theory: Season 2: The Cushion Saturation (Episode 16),,Apple iPhone 7 (CDMA),0:20:55,Not latest view,IL (Israel),The Big Bang Theory, Season 2, The Cushion Saturation (Episode 16),TV Show,0.09722222222222222222,The Big Bang Theory
ilona,2021-09-20,0 years 0 mons 0 days 0 hours 23 mins 55.0 secs,Autoplayed: user action: Unspecified; ,How to Sell Drugs Online (Fast): Season 1: Score Big or Don't Score at All (Episode 5),,Samsung 2018 Kant-M2 UHD TV (1.5G) Smart TV,0:23:16,Not latest view,IL (Israel),How to Sell Drugs Online (Fast), Season 1, Score Big or Don't Score at All (Episode 5),TV Show,0.39861111111111111111,How to Sell Drugs Online (Fast)
ilona,2021-09-20,0 years 0 mons 0 days 0 hours 27 mins 43.0 secs,,"How to Sell Drugs Online (Fast): Season 1: If This is Reality, I'm Not Interested (Episode 4)",,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:27:48,0:27:48,IL (Israel),How to Sell Drugs Online (Fast), Season 1," If This is Reality, I'm Not Interested (Episode 4)",TV Show,0.46194444444444444444,How to Sell Drugs Online (Fast)
ilona,2021-09-20,0 years 0 mons 0 days 0 hours 27 mins 20.0 secs,,How to Sell Drugs Online (Fast): Season 1: Failure is Not an Option (Episode 3),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:27:25,0:27:25,IL (Israel),How to Sell Drugs Online (Fast), Season 1, Failure is Not an Option (Episode 3),TV Show,0.45555555555555555556,How to Sell Drugs Online (Fast)
ilona,2021-09-20,0 years 0 mons 0 days 0 hours 14 mins 55.0 secs,Autoplayed: user action: User_Interaction; ,"How to Sell Drugs Online (Fast): Season 1: Life's Not Fair, Get Used to It (Episode 2)",,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:29:05,0:29:05,IL (Israel),How to Sell Drugs Online (Fast), Season 1," Life's Not Fair, Get Used to It (Episode 2)",TV Show,0.24861111111111111111,How to Sell Drugs Online (Fast)
ilona,2021-09-20,0 years 0 mons 0 days 0 hours 14 mins 33.0 secs,,"How to Sell Drugs Online (Fast): Season 1: Life's Not Fair, Get Used to It (Episode 2)",,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:14:38,Not latest view,IL (Israel),How to Sell Drugs Online (Fast), Season 1," Life's Not Fair, Get Used to It (Episode 2)",TV Show,0.2425,How to Sell Drugs Online (Fast)
ilona,2021-09-20,0 years 0 mons 0 days 0 hours 31 mins 34.0 secs,Autoplayed: user action: User_Interaction; ,"How to Sell Drugs Online (Fast): Season 1: Nerd Today, Boss Tomorrow (Episode 1)",,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:31:34,Not latest view,IL (Israel),How to Sell Drugs Online (Fast), Season 1," Nerd Today, Boss Tomorrow (Episode 1)",TV Show,0.52611111111111111111,How to Sell Drugs Online (Fast)
ilona,2021-09-20,0 years 0 mons 0 days 0 hours 5 mins 43.0 secs,Autoplayed: user action: User_Interaction; ,Marvel's Luke Cage: Season 1: Moment of Truth (Episode 1),,Samsung CE 2021 Nike-M2 UHD TV Smart TV,0:05:43,0:05:43,IL (Israel),Marvel's Luke Cage, Season 1, Moment of Truth (Episode 1),TV Show,0.09527777777777777778,Marvel's Luke Cage
Michael,2022-06-10,0 years 0 mons 0 days 0 hours 5 mins 52.0 secs,,Friends: Season 1: The One Where Nana Dies Twice (Episode 8),,Apple iPhone 13,0:06:34,Not latest view,IL (Israel),Friends, Season 1, The One Where Nana Dies Twice (Episode 8),TV Show,0.09777777777777777778,Friends
